Заголовок,Контент,Ссылка,Дата публикации,Категория
"В Новосибирске осудили женщину, задавившую выпавшего из санок ребенка","Суд Ленинского района в Новосибирске приговорил к 2,5 года колонии 34-летнюю женщину, которая во дворе многоэтажного дома наехала на двухлетнего ребенка. В результате он погиб.",https://rg.ru/2023/03/21/reg-sibfo/v-novosibirske-osudili-zhenshchinu-zadavivshuiu-vypavshego-iz-sanok-rebenka.html,2023-03-21 12:22,не указана
"""Эксмо"" будет продавать на маркетплейсах мемуары принца Гарри, книги о Гарри Поттере и другую литературу на языке оригинала","Торговый дом ""Эксмо"", который входит в одноименное издательство, начал продавать на маркетплейсах автобиографию принца Гарри ""Spare"" (""Запасной"") на языке оригинала. В дальнейшем будет запущена аналогичная дистрибуция и других зарубежных бестселлеров, не планируемых к изданию в России. Стоит заметить, что цены за книгу ""Запасной"" кусаются - варьируются в зависимости от маркета от 3800 до 4500 рублей.",https://rg.ru/2023/03/21/eksmo-budet-prodavat-na-marketplejsah-memuary-princa-garri-knigi-o-garri-pottere-i-druguiu-literaturu-na-iazyke-originala.html,2023-03-21 12:21,не указана
Видеотрансляция: Михаил Мишустин встречается с председателем КНР Си Цзиньпином,"Во вторник, 21 марта, премьер-министр РФ Михаил Мишустин проводит в Москве встречу с председателем Китайской Народной Республики Си Цзиньпином.",https://rg.ru/2023/03/21/videotransliaciia-mihail-mishustin-vstrechaetsia-s-predsedatelem-knr-si-czinpinom.html,2023-03-21 12:20,не указана
Kaiyi E5 за 2 млн рублей: что входит в топовую версию седана,"16 марта в России открылся первый дилерский центр бренда Kaiyi, а также стартовали продажи седана E5, который пока будут предлагать в самом топовом исполнении за 1 956 000 рублей. На официальном сайте марки появилась информация, что входит в единственную комплектацию Luxury.",https://rg.ru/2023/03/21/kaiyi-e5-za-2-mln-rublej-chto-vhodit-v-topovuiu-versiiu-sedana.html,2023-03-21 12:20,не указана
Николай Патрушев: США создают из России образ врага и пытаются дискредитировать русский мир,"Секретарь Совета безопасности России Николай Патрушев объяснил, почему самостоятельная, отстаивающая интересы многополярного и справедливого мира Россия, не устраивает США.",https://rg.ru/2023/03/21/nikolaj-patrushev-ssha-sozdaiut-iz-rossii-obraz-vraga-i-pytaiutsia-diskreditirovat-russkij-mir.html,2023-03-21 12:17,не указана
РФС ведет переговоры о поэтапном возвращении на международные турниры,Российский футбольный союз ведет переговоры о возвращении российских сборных и клубов к участию в международных турнирах.,https://rg.ru/2023/03/21/rfs-vedet-peregovory-o-poetapnom-vozvrashchenii-na-mezhdunarodnye-turniry.html,2023-03-21 12:17,не указана
"Защитник ""Сочи"" Макарчук из-за болезни покинул расположение сборной России по футболу","Защитник футбольного клуба ""Сочи"" Артем Макарчук покинул расположение сборной России из-за вирусной инфекции.",https://rg.ru/2023/03/21/zashchitnik-sochi-makarchuk-iz-za-bolezni-pokinul-raspolozhenie-sbornoj-rossii-po-futbolu.html,2023-03-21 12:12,не указана
"В музее-заповеднике ""Остафьево"" откроется выставка ""Записная книжка""","Выставка ""Записная книжка"" откроется 25 марта в музее-заповеднике ""Остафьево"" - ""Русский Парнас"". Основу экспозиции составляют произведения Николая Данилевского из проектов ""С чистого листа"" и ""Ностальгия"", выполненные в виде раскрытой книги. На выставке также будут представлены фрагменты цикла ""Дворянское гнездо"" Натальи Ходячевой, где автор переосмысливает наследие мастеров Серебряного века.",https://rg.ru/2023/03/21/v-muzee-zapovednike-ostafevo-otkroetsia-vystavka-zapisnaia-knizhka.html,2023-03-21 12:10,не указана
В России вдвое увеличат квоту для африканских студентов,"В России учатся почти 27 тысяч студентов из Африки. Больше пяти тысяч из них получают образование за счет средств, выделяемых из бюджета. Об этом шла речь на международной парламентской конференции ""Россия - Африка в многополярном мире"".",https://rg.ru/2023/03/21/v-rossii-vdvoe-uvelichat-kvotu-dlia-afrikanskih-studentov.html,2023-03-21 12:10,не указана
В Поморье пойдет под суд владелец интернет-магазина наркотиков,"Житель Поморья, продававший наркотики за криптовалюту, пойдет под суд. Об утверждении обвинительного заключения сегодня сообщили в прокуратуре Архангельской области.",https://rg.ru/2023/03/21/reg-szfo/v-pomore-pojdet-pod-sud-vladelec-internet-magazina-po-prodazhe-narkotikov.html,2023-03-21 12:06,не указана
Зюганов анонсировал встречи КПРФ с Си Цзиньпином,Фракция КПРФ встретится с председателем КНР Си Цзиньпином 21 и 22 марта. Об этом заявил лидер коммунистов Геннадий Зюганов.,https://rg.ru/2023/03/21/ziuganov-anonsiroval-vstrechi-kprf-s-si-czinpinom.html,2023-03-21 12:05,не указана
"В Уфе открылась международная выставка ""АгроКомплекс 2023""","Сегодня в Уфе открылась 33-я международная выставка ""АгроКомплекс"", в рамках которой пройдет форум ""Будущее российского села"". В выставке принимают участие 340 экспонентов из 37 регионов России, Китая, Кыргызстана, Южной Кореи, Турции, Республики Беларусь. Площадь представленной ими продукции займет 17 600 кв. м. Она станет самой большой за всю выставочную историю республики.",https://rg.ru/2023/03/21/reg-pfo/obsudiat-budushchee-sela.html,2023-03-21 12:00,не указана
Собранные в Москве на благотворительном концерте средства пойдут на поддержку обстреливаемого ВСУ монастыря,"В четверг, 30 марта, в Москве пройдет литературно-музыкальный благотворительный концерт ""Сильнее снарядов"". Он состоится в Издательском Совете Русской Православной Церкви при участии поэтов, музыкантов и общественных деятелей.",https://rg.ru/2023/03/21/sobrannye-v-moskve-na-blagotvoritelnom-koncerte-sredstva-pojdut-na-podderzhku-obstrelivaemogo-ukraincami-monastyria.html,2023-03-21 11:59,не указана
Лукашенко призвал силовиков быть готовыми к любым негативным событиям,"Вопросы противодействия внешним и внутренним угрозам должны быть на особом контроле, необходимо быть готовыми к любым событиям. Об этом верховный главнокомандующий заявил 21 марта на совещании по вопросам деятельности органов силового блока, передает БЕЛТА.",https://rg.ru/2023/03/21/lukashenko-prizval-silovikov-byt-gotovymi-k-liubym-negativnym-sobytiiam.html,2023-03-21 11:59,не указана
Видео: В ДНР росгвардейцы обнаружили крупный склад иностранного вооружения,"В пригороде Волновахи в Донецкой народной республике бойцы Росгвардии обнаружили заброшенный опорный пункт вооруженных сил Украины (ВСУ). Уточняется, что внутри ""опорника"" находился склад боеприпасов, вооружения и элементов снаряжения, поставленные украинским военным странами НАТО.",https://rg.ru/2023/03/21/v-dnr-rosgvardejcy-obnaruzhili-krupnyj-sklad-inostrannogo-vooruzheniia.html,2023-03-21 11:58,не указана
Блогер-миллионник Александра Митрошина стала фигуранткой дела об уклонении от уплаты налогов на 120 млн рублей,"Столичное подразделение Следственного комитета сообщило о возбуждении уголовного дела против блогера Александры Митрошиной. Ее подозревают в уклонении от уплаты налогов в крупном размере. Пока следствие называет цифру, превышающую 120 миллионов рублей.",https://rg.ru/2023/03/21/bloger-millionnik-aleksandra-mitroshina-stala-figurantkoj-dela-ob-uklonenii-ot-uplaty-nalogov-na-120-mln-rublej.html,2023-03-21 11:57,не указана
Аферист похитил у пермячки почти три миллиона рублей,Мотовилихинский районный суд Перми признал виновным 26-летнего жителя Республики Дагестан в краже и мошенничестве.,https://rg.ru/2023/03/21/reg-pfo/aferist-pohitil-u-permiachki-pochti-tri-milliona-rublej.html,2023-03-21 11:57,не указана
"Режиссер ""Острых козырьков"" снимет Киллиана Мерфи в новом фильме","Компания Artists Equilty Бена Аффлека и Мэтта Дэймона (""Воздух"" о компании Nike) планирует спродюсировать новый фильм с Киллианом Мерфи (""Оппенгеймер"") ""Подобные мелочи"" (Small Things Like These). В основу сюжета ляжет одноименный роман Клэр Киган.",https://rg.ru/2023/03/21/rezhisser-ostryh-kozyrkov-snimet-killiana-merfi-v-novom-filme.html,2023-03-21 11:54,не указана
Украина ввела санкции против более сотни зарегистрированных на Кипре компаний,"Власти Украины ввели санкции против 109 компаний, зарегистрированных на Кипре. Как сообщает издание Cyprus Mail, среди них оказались инвестиционные фирмы, IT-компании, букмекерские конторы и структуры, связанные с игорным бизнесом.",https://rg.ru/2023/03/21/ukraina-vvela-sankcii-protiv-bolee-sotni-zaregistrirovannyh-na-kipre-kompanij.html,2023-03-21 11:52,не указана
Си Цзиньпин пригласил Владимира Путина и Михаила Мишустина с визитами в Китай,"Председатель КНР Си Цзиньпин сообщил, что пригласил президента РФ Владимира Путина посетить в этом году Китай с визитом в удобное для него время.",https://rg.ru/2023/03/21/si-czinpin-priglasil-vladimira-putina-i-mihaila-mishustina-s-vizitami-v-kitaj.html,2023-03-21 11:46,не указана
Эрмитажные коты стали кинозвездами,"На экраны выходит новый полнометражный мультик ""Коты Эрмитажа"" - о легендарных питерских котах, что с момента постройки Зимнего живут среди шедевров, охраняя их от мышей-искусствоедов. Герой фильма Василия Ровенского котенок Винсент, преодолев бурное морское путешествие на старом клавесине, попадает в знаменитый музей, где становится членом команды откормленных эрмитажных котов и пытается удержать друга Мориса от преступлений перед мировой культурой.",https://rg.ru/2023/03/21/mona-liza-na-zubok.html,2023-03-21 11:45,не указана
Украинские власти закрыли доступ к мощам святых в Киево-Печерской лавре,"Украинские власти с 21 марта закрывают доступ в пещеры Киево-Печерской лавры, где хранятся мощи святых, заявил председатель Синодального информационно-просветительского отдела митрополит Нежинский и Прилукский Климент (Вечеря) в Telegram-канале УПЦ.",https://rg.ru/2023/03/21/ukrainskie-vlasti-zakryli-dostup-k-moshcham-sviatyh-v-kievo-pecherskoj-lavre.html,2023-03-21 11:44,не указана
Британский политик Куртен: Затягивание конфликта на Украине вредит Западу,"Британский политик и лидер партии ""Наследие"" Дэвид Куртен призвал Запад как можно быстрее разрешить украинский конфликт. Об этом он сообщил в своих соцсетях.",https://rg.ru/2023/03/21/britanskij-politik-kurten-zaiavil-chto-zatiagivanie-konflikta-na-ukraine-vredit-zapadu.html,2023-03-21 11:43,не указана
"RusVesna: ВСУ бросают солдат и технику НАТО на ""мясной штурм"" в Запорожье","Украинские военные продолжают провальные попытки прорвать российскую оборону в Запорожской области, отправляя своих солдат и натовскую технику на ""мясной штурм"" позиций российской армии. Об этом пишет ""Русская весна"".",https://rg.ru/2023/03/21/rusvesna-vsu-brosaiut-soldat-i-tehniku-nato-na-miasnoj-shturm-v-zaporozhe.html,2023-03-21 11:42,не указана
Фашисты взяли в заложники и расстреляли детей партизанского командира  в ответ на отказ сдаться,Фашисты взяли в заложники и расстреляли детей партизанского командира в ответ на отказ сдаться,https://rg.ru/2023/03/21/chetyre-angela-batki-minaia.html,2023-03-21 11:42,не указана
"Дэн Кван и Дэниэл Шайнерт снимут эпизод сериала по ""Звездным войнам""","Режиссеры триумфатора последней премии ""Оскар"", фильма ""Все везде и сразу"" Дэн Кван и Дэниэл Шайнерт, снимут как минимум одну серию сериала ""Минимальный экипаж"" (Skeleton Crew), передает THR. Это один из немногих выживших проектов после сокращения расходов Disney. Напомним, под нож пошли даже начинания Кевина Файги и Пэтти Дженкинс.",https://rg.ru/2023/03/21/den-kvan-i-deniel-shajnert-snimut-epizod-seriala-po-zvezdnym-vojnam.html,2023-03-21 11:37,не указана
Мишустин: Россия заинтересована в укреплении партнерства с Китаем,"Россия заинтересована в укреплении всеобъемлющего партнерства с Китаем, заявил премьер-министр РФ Михаил Мишустин на переговорах с китайским лидером Си Цзиньпином.",https://rg.ru/2023/03/21/mishustin-rossiia-zainteresovana-v-ukreplenii-partnerstva-s-kitaem.html,2023-03-21 11:35,не указана
Старые скважины в Краснокамске создают серьезную угрозу,"Двадцать лет назад, с подачи Генеральной Ассамблеи ООН, в календаре появился новый праздник - с 1993 года 22 марта отмечается как Всемирный день водных ресурсов. В этот день внимание всего человечества приковано к вопросам освоения и сбережения водных ресурсов.",https://rg.ru/2023/03/21/reg-pfo/likvidirovat-nelzia-ostavit.html,2023-03-21 11:35,не указана
"""РВ"": Российские силы проводят одну атаку за другой в Артемовске","Российские подразделения продолжают штурмовать позиции ВСУ в Артемовске. Об этом пишет ""Русская весна"".",https://rg.ru/2023/03/21/rv-rossijskie-sily-provodiat-odnu-ataku-za-drugoj-v-artemovske.html,2023-03-21 11:33,не указана
"Подведены итоги конкурса рационализаторов ""Уралкалия""","Подведены итоги конкурса рационализаторов ""Уралкалия""",https://rg.ru/2023/03/21/reg-pfo/tehnicheskoe-tvorchestvo.html,2023-03-21 11:30,не указана
Сохранение и восстановление Камы - общее дело всех пермяков,Сохранение и восстановление Камы - наше общее дело,https://rg.ru/2023/03/21/reg-pfo/ot-ruchejka-k-reke.html,2023-03-21 11:27,не указана
В 13-й раз ООН объявила 21 марта Международным днем Навруза,Праздник весны и обновления - Навруз - наступил в ночь на 21 марта. Один из самых древних праздников на Земле с 2009 года ЮНЕСКО включил в список нематериального наследия человечества. А в 2010 году ООН объявила 21 марта Международным днем Навруза.,https://rg.ru/2023/03/21/v-13-j-raz-oon-obiavila-21-marta-mezhdunarodnym-dnem-navruza.html,2023-03-21 11:26,не указана
Москвичей предупредили о коллапсе на дорогах,"Первые перекрытия дорог в столице были в первой половине дня, закрывали на время движение по Садовому кольцу. Ожидаются сильные пробки после обеда. Об этом сообщает Центр организации дорожного движения Москвы.",https://rg.ru/2023/03/21/moskvichej-predupredili-o-kollapse-na-dorogah.html,2023-03-21 11:26,не указана
Русский танкист выиграл дуэль и забрал польский Т-72,"Командир танковой роты лейтенант из Забайкалья Баясхалан Чимитцыренов отличился при обороне Мелитополя. Он вышел на дуэль с украинским танком, тремя меткими выстрелами вывел его из строя, обратив экипаж в бегство. А потом потом под огнем противника утащил подбитый трофей - им оказалась польская модификация Т-72.",https://rg.ru/2023/03/21/reg-dfo/russkij-tankist-vyigral-duel-i-zabral-polskij-t-72.html,2023-03-21 11:24,не указана
"Сенатор Грэм поспорил на 20 долларов, что Трамп победит на президентских выборах","Скандальный американский сенатор Линдси Грэм, ранее призвавший Вашингтон сбивать российские самолеты, поставил 20 долларов на то, что Дональд Трамп вернет себе президентское кресло по итогам выборов в следующем году. Такую ставку Грэм сделал в ходе беседы с экс-коллегой Элом Франкеном в программе ""The Daily Show"".",https://rg.ru/2023/03/21/senator-grem-posporil-na-20-dollarov-chto-tramp-pobedit-na-prezidentskih-vyborah.html,2023-03-21 11:24,не указана
В Краснодаре завершили проверку ЧП с девочкой-инвалидом в маршрутке,"В Краснодаре прокуратура края установила обстоятельства ЧП с девочкой-инвалидом, которую водитель маршрутки высадил за то, что она хотела оплатить проезд банковской картой, а не наличными. Об этом сообщили в пресс-службе надзорного ведомства Кубани.",https://rg.ru/2023/03/21/reg-ufo/v-krasnodare-zavershili-proverku-chp-s-devochkoj-invalidom-v-marshrutke.html,2023-03-21 11:24,не указана
Мишустин проводит переговоры с председателем КНР,В Доме правительства начались переговоры премьер-министра РФ Михаила Мишустина и лидера Китая Си Цзиньпина.,https://rg.ru/2023/03/21/mishustin-provodit-peregovory-s-predsedatelem-knr.html,2023-03-21 11:22,не указана
Почему воровать лес в России стало невыгодно,,https://rg.ru/2023/03/21/reg-szfo/pochemu-vorovat-les-v-rossii-stalo-nevygodno.html,2023-03-21 11:21,не указана
Кадровые проблемы Арктики помогут решить исправительные центры,"Исправительные центры для осужденных могут частично решить проблему кадрового дефицита в Арктической зоне России. О том, как такие центры стали частью экономики Поморья, шла речь во время ""Делового завтрака"" в архангельском филиале ""Российской газеты"". Гостем нашего пресс-центра стал начальник УФСИН России по Архангельской области Михаил Девятов.",https://rg.ru/2023/03/21/reg-szfo/kadrovye-problemy-arktiki-pomogut-reshit-ispravitelnye-centry.html,2023-03-21 11:20,не указана
"Умер актер Пол Грант, известный по ролям в ""Гарри Поттере"" и ""Звездных войнах""",Британский актер Пол Грант скончался на 57-м году жизни. Об этом сообщает таблоид The Sun.,https://rg.ru/2023/03/21/umer-akter-pol-grant-izvestnyj-po-roliam-v-garri-pottere-i-zvezdnyh-vojnah.html,2023-03-21 11:19,не указана
Как чиновники и отельеры относятся к курортному налогу,"Эксперимент со взиманием курортного или туристического сбора некоторые регионы продлили до конца 2024-го. Этим правом воспользовалась алтайская Белокуриха, водные курорты Ставрополья, а также Сочи и Анапа в Краснодарском крае. К ним могут присоединиться Санкт-Петербург и Сириус. А вот Крым, одним из первых получивший возможность взимать турсбор, отложил его администрирование на неопределенный срок. Как власть и бизнес юга относятся к турсбору, узнали корреспонденты ""РГ"".",https://rg.ru/2023/03/21/reg-skfo/kak-chinovniki-i-otelery-otnosiatsia-k-kurortnomu-nalogu.html,2023-03-21 11:14,не указана
Экскурсия в Кванториум,"В прошедшие выходные ученики школы №17 побывали на экскурсии в ""Кванториуме"", который располагается на базе школы №29. Детский технопарк создан благодаря национальному проекту «Образование». Экскурсия оказалась очень насыщенной и интересной. Во время посещения...",https://mariel-news.net/society/2023/03/21/74068.html,2023-03-21 13:51,не указана
Названы первые победители интеллектуальной олимпиады ПФО среди школьников,В Йошкар-Оле прошёл региональный этап интеллектуальной олимпиады ПФО по направлениям «Робототехника» и «Программирование». В соревнованиях по робототехнике приняли участие восемь команд из разных школ республики. Им нужно было сконструи...,https://mariel-news.net/other/2023/03/21/74067.html,2023-03-21 13:51,не указана
Мошенники получили доступ к 17 аккаунтам жителей Марий Эл на портале Госуслуг,За четыре дня в Марий Эл в полицию обратились 17 человек с заявлениями о неправомерном доступе к их учётным записям Госуслуг. Как это происходит? Аферисты под видом специалистов портала в телефонном звонке сообщают о поступившей заявке на оформление справки 2Н...,https://mariel-news.net/incident/2023/03/21/74066.html,2023-03-21 13:34,не указана
В Йошкар-Оле с сегодняшнего дня запрещён выход на лёд,"Ежедневно проводимый мониторинг ледовой обстановки на Малой Кокшаге показал, что на реке появились промоины. Состояние льда не позволяет людям безопасно находиться на нём. В акватории Малой Кокшаги в Йошкар-Оле установлены запрещающие таблички. По данным мэрии...",https://mariel-news.net/society/2023/03/21/74065.html,2023-03-21 13:17,не указана
Перед судом предстанет заправщик газовых баллонов,"Медведевским межрайонным следственным отделом следственного управления Следственного комитета Российской Федерации по Республике Марий Эл завершено расследование уголовного дела в отношении 43-летнего заправщика газовых баллонов, обвиняемого в совершении прест...",https://mariel-news.net/incident/2023/03/21/74064.html,2023-03-21 13:17,не указана
В Йошкар-Олу привезут коллекцию русского костюма,"В Музее истории Православия на следующей неделе начнёт работу выставка Сергея Глебушкина «С верой по жизни в будни и праздники». На экспозиции будут продемонстрированы русские костюмы: повседневные, праздничные, траурные, девичьи. Каждую группу объ...",https://mariel-news.net/culture/2023/03/21/74063.html,2023-03-21 12:51,не указана
"В Йошкар-Оле определили общественные территории, которые могут быть благоустроены в 2024 году","На заседании Общественной комиссии администрации города Йошкар-Олы были рассмотрены все предложения горожан, поступившие в ходе общественных обсуждений. В итоге отобрано девять общественных территорий, которые поборются за благоустройство в 2024 году в рамках...",https://mariel-news.net/other/2023/03/21/74062.html,2023-03-21 12:34,не указана
Пенсионер из Йошкар-Олы проведёт 10 лет на зоне за смертельный удар ножом,Верховный суд республики согласился с позицией представителя прокуратуры Марий Эл и отклонил апелляционную жалобу адвоката в интересах осуждённого. В декабре прошлого года Йошкар-Олинского городского суда приговорил к 10 годам заключения в колонии строгого реж...,https://mariel-news.net/society/2023/03/21/74061.html,2023-03-21 12:34,не указана
В Медведевском районе водитель не справился с управлением и машина съехала в кювет,"Вечером в Медведевском районе на 1 км автодороги «Шойбулак — Цибикнур — Тумер» произошло ДТП. 62-летний водитель «ВАЗ-2106», в сложных погодных и дорожных условиях, как установлено предварительно, не справился с управлением...",https://mariel-news.net/incident/2023/03/21/74060.html,2023-03-21 12:17,не указана
В этом году дорожники отремонтируют часть Казанского тракта в районе посёлка Силикатный,"В 2023 году на территории Марий Эл приведут в нормативное состояние 38,5 км федеральных автодорог. В том числе, 6,6 км трассы А-295 Йошкар-Ола – Зеленодольск. Это восстановление дорожного покрытия асфальтобетоном на участке с 33,5 км по 40,2 км., которы...",https://mariel-news.net/other/2023/03/21/74059.html,2023-03-21 12:00,не указана
Йошкаролинцам предстоит выбрать общественные территории для благоустройства из 9 претендентов,"На заседании Общественной комиссии были рассмотрены все предложения горожан, поступившие в ходе общественных обсуждений. В итоге отобрано 9 общественных территорий, которые поборются за благоустройство в 2024 году в рамках федерального проекта «Формирование ко...",https://mariel-news.net/society/2023/03/21/74058.html,2023-03-21 11:51,не указана
С сегодняшнего дня выход на лёд запрещен!,"Ежедневно проводимый мониторинг ледовой обстановки реки Малая Кокшага показывает, что в разных местах есть промоины, что не позволяет людям безопасно находиться на нем. Установлены запрещающие таблички. За выход на лёд, где установлен знак о запрете, назначат...",https://mariel-news.net/society/2023/03/21/74057.html,2023-03-21 11:51,не указана
Дорожная хроника за 20 марта 2023 года,"За 20 марта 2023 года на территории Республики Марий Эл произошло одно ДТП с пострадавшим, в котором травмы получил один человек. Вечером в Медведевском районе на 1 км автодороги «Шойбулак – Цибикнур – Тумер» 62-летний водитель ВАЗ-2106, в сложных погодных и д...",https://mariel-news.net/incident/2023/03/21/74056.html,2023-03-21 11:34,не указана
О результатах работы за 20 марта 2023 года,"20 марта в Марий Эл 17 пешеходов нарушили Правила дорожного движения. Четыре из них не обеспечили свою видимость для водителей при движении на загородных трассах в темное время суток. Нельзя упустить из виду невнимательность, а, порой, и спешку, из-за которых...",https://mariel-news.net/incident/2023/03/21/74055.html,2023-03-21 11:34,не указана
В столице Марий Эл автоинспекторы напоминают учащимся о правилах безопасного поведения на дороге,"В рамках акции «Безопасные каникулы» сотрудники региональной Госавтоинспекции посещают школы с профилактической работой. С 13 марта на территории республики проводится акция «Безопасные каникулы», в рамках которой полицейские посещают образовательные организац...",https://mariel-news.net/incident/2023/03/21/74054.html,2023-03-21 11:34,не указана
Мошенники получили неправомерный доступ к 17 аккаунтам портала Госуслуг,В МВД по Республике Марий Эл за четыре дня обратились 17 граждан с заявлениями о неправомерном доступе к учетным записям Государственных услуг. Аферисты под видом специалистов портала Госуслуг звонят потенциальной жертве и сообщают о поступившей заявке на офор...,https://mariel-news.net/incident/2023/03/21/74053.html,2023-03-21 11:34,не указана
В Марий Эл выявили крупную партию немаркированной табачной продукции,"У жителя Йошкар-Олы было изъято более 17 тысяч пачек немаркированных табачных изделий общей стоимостью около 2 миллионов рублей. Решением Йошкар-Олинского городского суда он признан виновным в совершении указанного преступления, приговор вступил в законную си...",https://mariel-news.net/other/2023/03/21/74052.html,2023-03-21 11:17,не указана
Медики МарГУ заняли 3 место на олимпиаде,"На базе Самарского государственного медицинского университета прошла X Поволжская олимпиада по педиатрии «Педиятрика». В ней приняли участие 50 студентов из семи регионов. Олимпиада состояла из теоретического и практического этапов, конкурса капита...",https://mariel-news.net/other/2023/03/21/74051.html,2023-03-21 11:17,не указана
Спасатели Марийской аварийно-спасательной службы не рекомендуют выходить на лёд,"В городе Йошкар-Ола на реке Малая Кокшага в широких частях толщина до 30 см, в узких частях – до 18 см, в районе мостов и от микрорайона Ширяйково до плотины имеются промоины. В Кокшайске на Волге толщина льда составляет до 44 см. Лёд неоднородный, пори...",https://mariel-news.net/other/2023/03/21/74050.html,2023-03-21 10:51,не указана
«Море» на Анникова обещают иссушить навсегда,"«Море», которое образуется на пересечении улиц Анникова и Баумана, обещают иссушить. Как это планируют сделать, и почему вообще на этом участке образуется такая огромная лужа, рассказал первый заместитель мэра Йошкар-Олы Лев Покровский. «Посл...",https://mariel-news.net/other/2023/03/21/74049.html,2023-03-21 10:34,не указана
Легковой автомобиль оказался в кювете из-за неправильного выбора скорости водителем,"Дорожно-транспортное происшествие произошло в понедельник вечером на 1 километре автодороги Шойбулак – Цибикнур – Тумер. 62-летний водитель ВАЗ-2106, в сложных погодных и дорожных условиях, как установлено предварительно, не выбрал безопасную скор...",https://mariel-news.net/other/2023/03/21/74048.html,2023-03-21 10:17,не указана
На мини-рынке в Девятом микрорайоне решат вопрос по водоотведению,"Всю прошлую неделю среди острых тем для жителей Йошкар-Олы были огромные лужи, образовавшиеся из-за таяния снегов. На проблемные участки, по которым было много нареканий, в выходные выехал первый заместитель мэра Лев Покровский. В частности, он побывал на мини...",https://mariel-news.net/other/2023/03/21/74047.html,2023-03-21 10:17,не указана
В Йошкар-Оле запланировали открыть 24 летних кафе,"В Йошкар-Оле традиционно этим летом откроются кафе на свежем воздухе. Администрация Йошкар-Олы объявила аукцион в электронной форме на право заключения договора на размещение нестационарных торговых объектов – сезонных кафе. Согласно документации, в этом...",https://mariel-news.net/society/2023/03/21/74046.html,2023-03-21 09:34,не указана
В выходные в Марий Эл произошло четыре бытовых пожара с пострадавшими,"По информации Комитета гражданской защиты и ГУ МЧС по Марий Эл, в субботу пожарные выезжали на тушение пожаров дважды. Вечером поступило сообщение, что в Куяре по ул. Садовая возгорание в частном гараже. В тушении принимал участие один пожарный расчёт. Обошлос...",https://mariel-news.net/incident/2023/03/21/74045.html,2023-03-21 09:17,не указана
Летом в Йошкар-Оле могут появиться 24 сезонных кафе,Администрацией города Йошкар-Олы объявлен аукцион в электронной форме на право заключения договора на размещение нестационарных торговых объектов – сезонных кафе. Заявки на участие в аукционе принимаются с 18 марта до 16 апреля 2023 года. Проведение аук...,https://mariel-news.net/other/2023/03/21/74044.html,2023-03-21 08:51,не указана
«Ростелеком» обеспечил мобильной связью 13 сёл и деревень в Республике Марий Эл,С начала года «Ростелеком» запустил в эксплуатацию в Республике Марий Эл 13 базовых станций. Они построены по федеральному проекту устранения цифрового неравенства (УЦН 2.0). Доступ к мобильной связи четвертого поколения 4G/LTE получили 2 000 сель...,https://mariel-news.net/other/2023/03/20/74043.html,2023-03-20 19:34,не указана
"В мэрии Йошкар-Олы отчитали управляющие компании города, на которые поступает много жалоб","В администрации Йошкар-Олы собрали руководителей управляющих компаний, на которые чаще всего жалуются жители города. Встречу провёл первый заместитель мэра Лев Покровский. Он обратил внимание обслуживающих организаций, что их работодателями являются жители мно...",https://mariel-news.net/other/2023/03/20/74042.html,2023-03-20 17:51,не указана
